0	bass	0	Bass (sound).3727.bass.2	<target>Bass<target> ( ) describes tones of low ( also called " deep " ) frequency , pitch and range from 16 to 256   Hz ( C to middle C ) and bass instruments that produce tones in the low - pitched range	Bass ( ) describes tones of low ( also called " deep " ) frequency , pitch and range from 16 to 256   Hz ( C to middle C ) and bass instruments that produce tones in the low - pitched range	Bass ( ) describes tones of low (also called "deep") frequency, pitch and range from 16 to 256 Hz (C to middle C) and bass instruments that produce tones in the low-pitched range
1	bass	32	Bass (sound).3727.bass.2	Bass ( ) describes tones of low ( also called " deep " ) frequency , pitch and range from 16 to 256   Hz ( C to middle C ) and <target>bass<target> instruments that produce tones in the low - pitched range	Bass ( ) describes tones of low ( also called " deep " ) frequency , pitch and range from 16 to 256   Hz ( C to middle C ) and bass instruments that produce tones in the low - pitched range	Bass ( ) describes tones of low (also called "deep") frequency, pitch and range from 16 to 256 Hz (C to middle C) and bass instruments that produce tones in the low-pitched range
2	bass	27	Bass (sound).3727.bass.2	Since producing low pitches usually requires a long air column or string , and for stringed instruments , a large hollow body , the string and wind <target>bass<target> instruments are usually the largest instruments in their families or instrument classes .	Since producing low pitches usually requires a long air column or string , and for stringed instruments , a large hollow body , the string and wind bass instruments are usually the largest instruments in their families or instrument classes .	Since producing low pitches usually requires a long air column or string, and for stringed instruments, a large hollow body, the string and wind bass instruments are usually the largest instruments in their families or instrument classes.  
3	bass	8	Bass (sound).3727.bass.2	In choral music without instrumental accompaniment , the <target>bass<target> is supplied by adult male bass singers .	In choral music without instrumental accompaniment , the bass is supplied by adult male bass singers .	In choral music without instrumental accompaniment, the bass is supplied by adult male bass singers.
4	bass	14	Bass (sound).3727.bass.2	In choral music without instrumental accompaniment , the bass is supplied by adult male <target>bass<target> singers .	In choral music without instrumental accompaniment , the bass is supplied by adult male bass singers .	In choral music without instrumental accompaniment, the bass is supplied by adult male bass singers.
5	bass	6	Bass (sound).3727.bass.2	For an accompanied choir , the <target>bass<target> is typically provided by pipe organ or piano ( or if a choir can afford to hire one , by orchestra ) .	For an accompanied choir , the bass is typically provided by pipe organ or piano ( or if a choir can afford to hire one , by orchestra ) .	For an accompanied choir, the bass is typically provided by pipe organ or piano (or if a choir can afford to hire one, by orchestra).
6	bass	11	Bass (sound).3727.bass.2	In an orchestra , the basslines are played by the double <target>bass<target> and cellos , bassoon or contrabassoon , low brass such as the tuba and bass trombone , and the timpani ( kettledrums ) .	In an orchestra , the basslines are played by the double bass and cellos , bassoon or contrabassoon , low brass such as the tuba and bass trombone , and the timpani ( kettledrums ) .	In an orchestra, the basslines are played by the double bass and cellos, bassoon or contrabassoon, low brass such as the tuba and bass trombone, and the timpani (kettledrums).
7	bass	26	Bass (sound).3727.bass.2	In an orchestra , the basslines are played by the double bass and cellos , bassoon or contrabassoon , low brass such as the tuba and <target>bass<target> trombone , and the timpani ( kettledrums ) .	In an orchestra , the basslines are played by the double bass and cellos , bassoon or contrabassoon , low brass such as the tuba and bass trombone , and the timpani ( kettledrums ) .	In an orchestra, the basslines are played by the double bass and cellos, bassoon or contrabassoon, low brass such as the tuba and bass trombone, and the timpani (kettledrums).
8	bass	26	Bass (sound).3727.bass.2	In many styles of traditional music such as Bluegrass , folk , and in styles such as Rockabilly and big band and Bebop jazz , the <target>bass<target> role is filled by the upright bass .	In many styles of traditional music such as Bluegrass , folk , and in styles such as Rockabilly and big band and Bebop jazz , the bass role is filled by the upright bass .	In many styles of traditional music such as Bluegrass, folk, and in styles such as Rockabilly and big band and Bebop jazz, the bass role is filled by the upright bass.
9	bass	33	Bass (sound).3727.bass.2	In many styles of traditional music such as Bluegrass , folk , and in styles such as Rockabilly and big band and Bebop jazz , the bass role is filled by the upright <target>bass<target> .	In many styles of traditional music such as Bluegrass , folk , and in styles such as Rockabilly and big band and Bebop jazz , the bass role is filled by the upright bass .	In many styles of traditional music such as Bluegrass, folk, and in styles such as Rockabilly and big band and Bebop jazz, the bass role is filled by the upright bass.
10	bass	13	Bass (sound).3727.bass.2	In most rock and pop bands and in jazz fusion groups , the <target>bass<target> role is filled by the electric bass .	In most rock and pop bands and in jazz fusion groups , the bass role is filled by the electric bass .	In most rock and pop bands and in jazz fusion groups, the bass role is filled by the electric bass.
11	bass	20	Bass (sound).3727.bass.2	In most rock and pop bands and in jazz fusion groups , the bass role is filled by the electric <target>bass<target> .	In most rock and pop bands and in jazz fusion groups , the bass role is filled by the electric bass .	In most rock and pop bands and in jazz fusion groups, the bass role is filled by the electric bass.
12	bass	23	Bass (sound).3727.bass.2	In some 20th and 21st century pop genres , such as 1980s pop , hip hop music and Electronic Dance Music , the <target>bass<target> role may be filled with a bass synthesizer .	In some 20th and 21st century pop genres , such as 1980s pop , hip hop music and Electronic Dance Music , the bass role may be filled with a bass synthesizer .	In some 20th and 21st century pop genres, such as 1980s pop, hip hop music and Electronic Dance Music, the bass role may be filled with a bass synthesizer.  
13	bass	30	Bass (sound).3727.bass.2	In some 20th and 21st century pop genres , such as 1980s pop , hip hop music and Electronic Dance Music , the bass role may be filled with a <target>bass<target> synthesizer .	In some 20th and 21st century pop genres , such as 1980s pop , hip hop music and Electronic Dance Music , the bass role may be filled with a bass synthesizer .	In some 20th and 21st century pop genres, such as 1980s pop, hip hop music and Electronic Dance Music, the bass role may be filled with a bass synthesizer.  
14	bass	1	Bass (sound).3727.bass.2	When <target>bass<target> notes are played in a musical ensemble such an orchestra , they are frequently used to provide a counterpoint or counter - melody , in a harmonic context either to outline or juxtapose the progression of the chords , or with percussion to underline the rhythm .	When bass notes are played in a musical ensemble such an orchestra , they are frequently used to provide a counterpoint or counter - melody , in a harmonic context either to outline or juxtapose the progression of the chords , or with percussion to underline the rhythm .	When bass notes are played in a musical ensemble such an orchestra, they are frequently used to provide a counterpoint or counter-melody, in a harmonic context either to outline or juxtapose the progression of the chords, or with percussion to underline the rhythm.  
15	bass	5	Bass (sound).3727.bass.2	In popular music , the <target>bass<target> part , which is called the " bassline " , typically provides harmonic and rhythmic support to the band .	In popular music , the bass part , which is called the " bassline " , typically provides harmonic and rhythmic support to the band .	In popular music, the bass part, which is called the "bassline", typically provides harmonic and rhythmic support to the band.
16	bass	1	Bass (sound).3727.bass.2	The <target>bass<target> player is a member of the rhythm section in a band , along with the drummer , rhythm guitarist , and , in some cases , a keyboard instrument player ( e.g. , piano or Hammond organ ) .	The bass player is a member of the rhythm section in a band , along with the drummer , rhythm guitarist , and , in some cases , a keyboard instrument player ( e.g. , piano or Hammond organ ) .	The bass player is a member of the rhythm section in a band, along with the drummer, rhythm guitarist, and, in some cases, a keyboard instrument player (e.g., piano or Hammond organ).
17	bass	1	Bass (sound).3727.bass.2	The <target>bass<target> player emphasizes the root or fifth of the chord in her basslines ( and to a lesser degree , the third of the chord ) and accents the strong beats .	The bass player emphasizes the root or fifth of the chord in her basslines ( and to a lesser degree , the third of the chord ) and accents the strong beats .	The bass player emphasizes the root or fifth of the chord in her basslines (and to a lesser degree, the third of the chord) and accents the strong beats.  
18	bass	7	Bass (sound).3727.bass.2	In classical music , different forms of <target>bass<target> are : " basso concertante " , or " basso recitante " ; the bass voice of the chorus ; the bass which accompanies the softer passages of a composition , as well as those passages which employ the whole power of the ensemble , generally played by the violoncellos in orchestral music ; " contrabass " ( “ under bass ” ) , is described as that part which is performed by the double basses ; violoncellos often play the same line an octave higher , or a different melodic or rhythmic part which is not a bassline when double basses are used ; " basso ripieno " ; that bass which joins in the full passages of a composition , and , by its depth of tone and energy of stroke , affords a powerful contrast to the lighter and softer passages or movements .	In classical music , different forms of bass are : " basso concertante " , or " basso recitante " ; the bass voice of the chorus ; the bass which accompanies the softer passages of a composition , as well as those passages which employ the whole power of the ensemble , generally played by the violoncellos in orchestral music ; " contrabass " ( “ under bass ” ) , is described as that part which is performed by the double basses ; violoncellos often play the same line an octave higher , or a different melodic or rhythmic part which is not a bassline when double basses are used ; " basso ripieno " ; that bass which joins in the full passages of a composition , and , by its depth of tone and energy of stroke , affords a powerful contrast to the lighter and softer passages or movements .	In classical music, different forms of bass are: "basso concertante", or "basso recitante"; the bass voice of the chorus; the bass which accompanies the softer passages of a composition, as well as those passages which employ the whole power of the ensemble, generally played by the violoncellos in orchestral music; "contrabass" (“under bass”), is described as that part which is performed by the double basses; violoncellos often play the same line an octave higher, or a different melodic or rhythmic part which is not a bassline when double basses are used; "basso ripieno"; that bass which joins in the full passages of a composition, and, by its depth of tone and energy of stroke, affords a powerful contrast to the lighter and softer passages or movements.  
19	bass	22	Bass (sound).3727.bass.2	In classical music , different forms of bass are : " basso concertante " , or " basso recitante " ; the <target>bass<target> voice of the chorus ; the bass which accompanies the softer passages of a composition , as well as those passages which employ the whole power of the ensemble , generally played by the violoncellos in orchestral music ; " contrabass " ( “ under bass ” ) , is described as that part which is performed by the double basses ; violoncellos often play the same line an octave higher , or a different melodic or rhythmic part which is not a bassline when double basses are used ; " basso ripieno " ; that bass which joins in the full passages of a composition , and , by its depth of tone and energy of stroke , affords a powerful contrast to the lighter and softer passages or movements .	In classical music , different forms of bass are : " basso concertante " , or " basso recitante " ; the bass voice of the chorus ; the bass which accompanies the softer passages of a composition , as well as those passages which employ the whole power of the ensemble , generally played by the violoncellos in orchestral music ; " contrabass " ( “ under bass ” ) , is described as that part which is performed by the double basses ; violoncellos often play the same line an octave higher , or a different melodic or rhythmic part which is not a bassline when double basses are used ; " basso ripieno " ; that bass which joins in the full passages of a composition , and , by its depth of tone and energy of stroke , affords a powerful contrast to the lighter and softer passages or movements .	In classical music, different forms of bass are: "basso concertante", or "basso recitante"; the bass voice of the chorus; the bass which accompanies the softer passages of a composition, as well as those passages which employ the whole power of the ensemble, generally played by the violoncellos in orchestral music; "contrabass" (“under bass”), is described as that part which is performed by the double basses; violoncellos often play the same line an octave higher, or a different melodic or rhythmic part which is not a bassline when double basses are used; "basso ripieno"; that bass which joins in the full passages of a composition, and, by its depth of tone and energy of stroke, affords a powerful contrast to the lighter and softer passages or movements.  
